################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.7085012560890218E+00 a      1300     0    65     1    20
  1.0683995891636576E+01 a      1301     0    66     1     1
  2.6359302050996906E+01 a      1302     0    66     1     2
  2.2209388682488918E-01 a      1303     0    66     1     3
 -2.2609161329547183E+00 a      1304     0    66     1     4
 -2.9225986034419305E-01 a      1305     0    66     1     5
  8.1609231247530878E-01 a      1306     0    66     1     6
  1.0313961088318866E+01 a      1307     0    66     1     7
  6.4249918560963231E+00 a      1308     0    66     1     8
  4.0340798217192111E+00 a      1309     0    66     1     9
  6.2971934266546121E+00 a      1310     0    66     1    10
 -1.3445795310897105E-01 a      1311     0    66     1    11
  1.2500250074340286E+01 a      1312     0    66     1    12
 -4.6977297087740739E+00 a      1313     0    66     1    13
  8.5483180038840345E+00 a      1314     0    66     1    14
  1.1143897320101248E+01 a      1315     0    66     1    15
 -5.6784655505002464E+00 a      1316     0    66     1    16
  1.0589731959296593E+01 a      1317     0    66     1    17
  4.9823798040686818E+00 a      1318     0    66     1    18
 -5.0361128075925041E+00 a      1319     0    66     1    19
 -7.0537265584054665E-01 a      1320     0    66     1    20
  1.9631505924399740E+01 a      1321     0    67     1     1
 -3.8495787443955161E+00 a      1322     0    67     1     2
 -7.3066582940738933E-01 a      1323     0    67     1     3
  7.7589262058709592E+00 a      1324     0    67     1     4
 -8.5728347116701862E+00 a      1325     0    67     1     5
  3.9846164041553376E+00 a      1326     0    67     1     6
 -1.8732974581209844E-02 a      1327     0    67     1     7
 -4.9222024614246056E+00 a      1328     0    67     1     8
  1.3089781976634219E+01 a      1329     0    67     1     9
 -4.7337741965051121E+00 a      1330     0    67     1    10
 -7.1546129676183012E+00 a      1331     0    67     1    11
  3.1702419568726818E+01 a      1332     0    67     1    12
 -2.8170203705340018E+01 a      1333     0    67     1    13
  1.3653706075297363E+01 a      1334     0    67     1    14
  2.7893112015097838E+01 a      1335     0    67     1    15
 -8.0777742685355420E+00 a      1336     0    67     1    16
  4.3666622691347454E+00 a      1337     0    67     1    17
  2.3409333482589261E+01 a      1338     0    67     1    18
  1.6314723856853814E+00 a      1339     0    67     1    19
 -4.7501429332521923E+00 a      1340     0    67     1    20
  1.1401013741065661E+01 a      1341     0    68     1     1
  2.1625283456018098E+00 a      1342     0    68     1     2
 -3.2008162331623105E+00 a      1343     0    68     1     3
 -7.3158941400561108E+00 a      1344     0    68     1     4
 -2.0713846765818797E+01 a      1345     0    68     1     5
 -2.0225950182210419E+00 a      1346     0    68     1     6
  5.0533492444302093E+00 a      1347     0    68     1     7
  1.2874351103307612E+01 a      1348     0    68     1     8
  5.2779539797825485E+00 a      1349     0    68     1     9
  3.3499171439926219E+00 a      1350     0    68     1    10
 -1.2182158024524461E+00 a      1351     0    68     1    11
  5.5035447207067305E+00 a      1352     0    68     1    12
  1.0728248974825162E+01 a      1353     0    68     1    13
 -8.5625970160721163E+00 a      1354     0    68     1    14
 -5.3725537470164095E+00 a      1355     0    68     1    15
  1.0919407105128530E+01 a      1356     0    68     1    16
 -6.6508639736594501E+00 a      1357     0    68     1    17
  5.8676382443602328E+00 a      1358     0    68     1    18
 -5.8077784532100836E+00 a      1359     0    68     1    19
 -6.0133760141618819E-01 a      1360     0    68     1    20
  1.5741519091168673E+01 a      1361     0    69     1     1
  4.2482639542314971E+00 a      1362     0    69     1     2
 -2.6985728951839212E+00 a      1363     0    69     1     3
  5.2965654638125006E+00 a      1364     0    69     1     4
 -9.5873231656479359E+00 a      1365     0    69     1     5
  1.4250583424572572E+01 a      1366     0    69     1     6
 -6.7178098710409255E+00 a      1367     0    69     1     7
  8.3798289168481404E+00 a      1368     0    69     1     8
  2.2773936193646829E+01 a      1369     0    69     1     9
  2.3180554376597581E+01 a      1370     0    69     1    10
  9.1205403051419207E+00 a      1371     0    69     1    11
 -2.4508290437378285E+01 a      1372     0    69     1    12
 -1.1982206040141200E+01 a      1373     0    69     1    13
  1.0195028940889925E+01 a      1374     0    69     1    14
 -2.3657631165930995E+00 a      1375     0    69     1    15
 -1.4683584989601869E+01 a      1376     0    69     1    16
 -2.4844672064944628E+01 a      1377     0    69     1    17
 -8.1525500310170216E+00 a      1378     0    69     1    18
 -1.9607685007992217E+01 a      1379     0    69     1    19
  4.0481903919290412E+00 a      1380     0    69     1    20
  4.2494666768507079E+00 a      1381     0    70     1     1
 -1.0105725358415818E+01 a      1382     0    70     1     2
  2.3745079174691476E+01 a      1383     0    70     1     3
  9.7035607261742669E+00 a      1384     0    70     1     4
  1.9015374165639223E+01 a      1385     0    70     1     5
 -6.6205612444240725E-01 a      1386     0    70     1     6
  9.6174031688041861E+00 a      1387     0    70     1     7
 -8.7813367802198865E+00 a      1388     0    70     1     8
  1.6372915746681439E+01 a      1389     0    70     1     9
 -8.9120233151514350E-02 a      1390     0    70     1    10
 -3.9953762798658303E+00 a      1391     0    70     1    11
 -1.3653167230696610E+00 a      1392     0    70     1    12
  6.3759693136266211E+00 a      1393     0    70     1    13
 -1.1913532872432807E+01 a      1394     0    70     1    14
  5.1595987592289827E+00 a      1395     0    70     1    15
 -1.4400586847533903E+01 a      1396     0    70     1    16
 -2.8055413150504393E+01 a      1397     0    70     1    17
  2.8839886664035248E+01 a      1398     0    70     1    18
  1.5144347808388170E+01 a      1399     0    70     1    19
  7.3771957458430455E+00 a      1400     0    70     1    20
 -1.1094228856049256E+01 a      1401     0    71     1     1
 -1.2596484411472231E+01 a      1402     0    71     1     2
 -5.9904983883725533E+00 a      1403     0    71     1     3
  5.6494059644696355E+00 a      1404     0    71     1     4
  3.0787234644403050E+01 a      1405     0    71     1     5
 -3.7446594502917923E+00 a      1406     0    71     1     6
  5.6570671474237022E-01 a      1407     0    71     1     7
 -1.0942555915150454E+01 a      1408     0    71     1     8
  7.6431395687489534E+00 a      1409     0    71     1     9
 -7.8052922764157735E+00 a      1410     0    71     1    10
  4.6197796667701567E+00 a      1411     0    71     1    11
 -7.7748468126552277E+00 a      1412     0    71     1    12
 -1.2303973465616933E+00 a      1413     0    71     1    13
 -2.2056352567434612E+01 a      1414     0    71     1    14
 -2.1024034538249321E+01 a      1415     0    71     1    15
 -3.8293612934494288E+00 a      1416     0    71     1    16
 -9.8980374889173088E+00 a      1417     0    71     1    17
 -3.9850316886271337E+01 a      1418     0    71     1    18
  3.7856334185981488E+00 a      1419     0    71     1    19
  2.6313609183594733E+00 a      1420     0    71     1    20
 -1.0196709978501090E+01 a      1421     0    72     1     1
 -1.4695414266903516E+01 a      1422     0    72     1     2
 -1.9026070539942406E+01 a      1423     0    72     1     3
  2.0639518794100873E+00 a      1424     0    72     1     4
  3.7274676727120934E+01 a      1425     0    72     1     5
  1.1736110349140718E+00 a      1426     0    72     1     6
 -1.8426701500950223E+01 a      1427     0    72     1     7
 -6.1486214142820863E+00 a      1428     0    72     1     8
 -2.4975824977598458E+00 a      1429     0    72     1     9
 -8.1117785290288982E+00 a      1430     0    72     1    10
 -7.7473277814114627E-01 a      1431     0    72     1    11
 -7.1786755813308218E+00 a      1432     0    72     1    12
  9.3083252338355482E+00 a      1433     0    72     1    13
 -1.4131042329911971E+01 a      1434     0    72     1    14
 -3.2464430323981844E+01 a      1435     0    72     1    15
 -9.0470977806503594E+00 a      1436     0    72     1    16
 -1.4699581601960920E+01 a      1437     0    72     1    17
 -1.1389730389575615E+01 a      1438     0    72     1    18
  6.2346387792454987E+00 a      1439     0    72     1    19
  2.3260204602404997E+00 a      1440     0    72     1    20
 -4.8420073773637299E+01 a      1441     0    73     1     1
  1.0549282114761205E+01 a      1442     0    73     1     2
 -2.1138862586286329E+01 a      1443     0    73     1     3
 -1.1650226141911322E+01 a      1444     0    73     1     4
  7.7853072126341614E+00 a      1445     0    73     1     5
 -6.7932907721241582E+00 a      1446     0    73     1     6
  3.1286049980529134E+00 a      1447     0    73     1     7
  1.1796356114765459E+01 a      1448     0    73     1     8
 -1.7136259179834813E+01 a      1449     0    73     1     9
 -1.3930207263960853E+01 a      1450     0    73     1    10
  8.6106613349358643E+00 a      1451     0    73     1    11
 -2.4530071392548393E+01 a      1452     0    73     1    12
  1.4064563251534148E+00 a      1453     0    73     1    13
 -2.4943848258568647E+01 a      1454     0    73     1    14
 -3.2234771728403729E+01 a      1455     0    73     1    15
 -6.6033519269969121E+00 a      1456     0    73     1    16
 -3.4761764772378649E+00 a      1457     0    73     1    17
 -3.1587025492110882E+01 a      1458     0    73     1    18
  7.8468629121969391E-04 a      1459     0    73     1    19
  7.9938708500102544E+00 a      1460     0    73     1    20
 -8.6756924137489957E+00 a      1461     0    74     1     1
 -8.6059527200813317E+00 a      1462     0    74     1     2
 -7.3765761803029184E+00 a      1463     0    74     1     3
  1.0706656723030671E+01 a      1464     0    74     1     4
  2.5330722347949251E+01 a      1465     0    74     1     5
  5.0289290186916880E+00 a      1466     0    74     1     6
 -6.1787473827376393E+00 a      1467     0    74     1     7
 -3.1952752398948171E+01 a      1468     0    74     1     8
 -8.0829389801763050E+00 a      1469     0    74     1     9
 -6.9815057038960120E+00 a      1470     0    74     1    10
  1.9904528756253870E+00 a      1471     0    74     1    11
 -1.9475445297898155E+01 a      1472     0    74     1    12
 -1.4846425707942355E+01 a      1473     0    74     1    13
  1.3934209294502853E+01 a      1474     0    74     1    14
 -3.0172503163381097E+00 a      1475     0    74     1    15
 -1.3221195185480083E+01 a      1476     0    74     1    16
 -1.1006571801152912E+01 a      1477     0    74     1    17
 -1.6751726300739307E+01 a      1478     0    74     1    18
  2.7445107921081218E+00 a      1479     0    74     1    19
  1.5404118752880047E+00 a      1480     0    74     1    20
 -1.8013814062348146E+01 a      1481     0    75     1     1
 -8.1597913745350272E+00 a      1482     0    75     1     2
 -8.9578840999033655E+00 a      1483     0    75     1     3
 -6.2786849847266302E+00 a      1484     0    75     1     4
  3.1641692321017345E+01 a      1485     0    75     1     5
 -1.9824132767485025E+01 a      1486     0    75     1     6
  9.4606247121640727E+00 a      1487     0    75     1     7
 -2.5515794298465110E+01 a      1488     0    75     1     8
 -2.5829781550803691E+01 a      1489     0    75     1     9
 -2.0078524181363331E+01 a      1490     0    75     1    10
 -1.4591607060737836E+01 a      1491     0    75     1    11
  6.4997759329192021E+01 a      1492     0    75     1    12
  9.5726007455823243E+00 a      1493     0    75     1    13
 -1.7619978242969314E+01 a      1494     0    75     1    14
 -8.2384207119510826E+00 a      1495     0    75     1    15
  1.2037262745093544E+01 a      1496     0    75     1    16
  3.8436604765233326E+01 a      1497     0    75     1    17
 -2.0174934540847801E+01 a      1498     0    75     1    18
  2.4344760025994738E+01 a      1499     0    75     1    19
 -6.5556693499470740E+00 a      1500     0    75     1    20
 -1.4067240898891256E+00 a      1501     0    76     1     1
  8.5180021152709227E+00 a      1502     0    76     1     2
  1.5955000493866670E+01 a      1503     0    76     1     3
 -2.5025108294271747E-01 a      1504     0    76     1     4
  3.3227325335216307E+01 a      1505     0    76     1     5
  1.9541106992865318E+00 a      1506     0    76     1     6
 -4.4211691062747915E+00 a      1507     0    76     1     7
  1.5597791084272815E+01 a      1508     0    76     1     8
  7.4724842585102689E+00 a      1509     0    76     1     9
 -9.4266626195177210E+00 a      1510     0    76     1    10
